FX5QA__Breadcrumb__c,FX5QA__Cost__c,FX5QA__Description__c,FX5QA__Name_Unique__c,FX5QA__Sequence_Number__c,FX5QA__Ticket_Item_Record_Type__c,FX5QA__Track_Inventory__c,FX5QA__UOM__c,Name
,8.32,"5 Pack of 1"" Paint Brushes (Dynamic Parent)",5PB,0,Equipment,FALSE,EA,5PB
,48.99,Item with ParentReq. and Dyn.Parent checked.,ParentReqDyn,465,Equipment,FALSE,EA,ParentReqDyn
,,4003 item,4003,0,Equipment,FALSE,,4003
Equipment: Trucks: Scania: R490,81.74,Scania R490,SR490,4.49,Equipment,FALSE,DAY,SR490
GTI:APR,549,APR Stage 2+ Tune,APRSTG2+,2,Services,FALSE,EA,APRSTG2+
GTI:APR,289,APR Cast Downpipe,APRDP,0,Equipment,FALSE,EA,APRDP
Equipment,18.35,Incremental Sync Item 1,IncSync1,0,Equipment,FALSE,EA,IncSync1
,,test 838,has838,0,Equipment,FALSE,,has838
Supplies,210,Matt's Temporary Item,TempItem,54,Supplies,FALSE,EA,TempItem
,109,Window Tint,WinTint,154,Equipment,FALSE,EA,WinTint
,14.99,Dynamic Parent,Dynamic,1,Equipment,FALSE,EA,Dynamic
,1234.56,Test Item for 4.0.1.3383,3383,3383,Equipment,FALSE,EA,3383
Equipment:Copied:Default,1234.56,Copied By Default,CopByDef,0,Equipment,FALSE,HR,CopByDef
,25.46,Volkswagen GTI,VW-GTI,0,Equipment,FALSE,DAY,VW-GTI
,3500,Dec12_3906_PD,Dec12_3906_PD,0,Equipment,FALSE,,Dec12_3906_PD
,499.99,Parent Item,ParentItem,0,Equipment,FALSE,EA,ParentItem
Equipment,299.99,Required Item,Required,3,Equipment,FALSE,EA,Required
Equipment,199.99,Recommended Item,Recommended,2,Equipment,FALSE,EA,Recommended
,21.99,Disallowed Item,Disallowed,5,Equipment,FALSE,EA,Disallowed
Equipment,129.99,Allowed Item,Allowed,1,Equipment,FALSE,EA,Allowed
,,incremental test 2,UPV3925_PD2,0,Equipment,FALSE,,UPV3925_PD2
,,3925 regression Item,3925,0,Supplies,FALSE,,3925
,1.49,M&Ms - Large Bag,LgMnMs,1888,Supplies,FALSE,EA,LgMnMs
,0.49,M&Ms,MnMs,1887,Hourly_Labor,FALSE,EA,MnMs
,2500,new cat item for PD,UPV3925_PD,0,Equipment,FALSE,,UPV3925_PD
,1000,Car rental,11111,1.2765,Equipment,TRUE,DAY,11111
none,,test,44847,1.00E-04,Equipment,FALSE,,44847
,65.56,*New* Scania R480,SR480,2,Equipment,FALSE,DAY,SR480
,,Parent item,123123,0,Labor,FALSE,HR,123123
,245,APR Carbon Fiber Intake System - Stage 1,APRIntakeStage1,888,Equipment,FALSE,EA,APRIntakeStage1
Equipment,80.42,Scania R730 Topline,SR730-T,7.73,Equipment,TRUE,DAY,SR730-T
Equipment,82.67,Scania R730 Highline,SR730-H,7.73,Equipment,TRUE,DAY,SR730-H
,4000,PD 3989 incre 2,PD 3989 incre2,0,Equipment,FALSE,,PD 3989 incre2
,100,PD 3989 incre1,PD3989_1,0,Equipment,FALSE,,PD3989_1
,,Quote parent required child 1,QPRC1,0,Equipment,FALSE,,QPRC1
,,Quote parent recommended,QPR,4,Equipment,FALSE,,QPR
,,Quote required,QR01,17,Equipment,FALSE,,QR01
,,Quote Parent Required,QPR003,0,Equipment,FALSE,,QPR003
,,Quote child item recomended,QCIR,9,Equipment,FALSE,,QCIR
,,Quote parent required child 2,QPRC2,0,Equipment,FALSE,,QPRC2
,,Quote Recommended,QR02,6,Equipment,FALSE,,QR02
,,PD_test_it125-R3,PD_125,0,Equipment,FALSE,,PD_125
,,PDtest_required,PDtest_required,0,Equipment,FALSE,,PDtest_required
